timestamp,name,price,image_url
2025-07-20 00:41:20,"Commuter Suits, Summer Short-Sleeved Top And Loose Straight Trousers, Casual Outfits Outdoor Men's Clothing Khaki / M","₹5,781",https://th.bing.com/th/id/OPAC.Aq1HMTRByPXTDQ474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:41:20,Men - Mole Regular Fit Pocket-Detail Shacket - Size: S - H&M,"₹3,999",https://th.bing.com/th/id/OPAC.oG89k98WNo7OMg474C474?w=1200&h=800&pid=21.1
2025-07-20 00:41:20,Men's PUMA CLASSICS Herringbone Shacket In Black Size M,"₹2,999",https://th.bing.com/th/id/OPAC.VnKUveojFjGqPw474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:41:20,Men's PUMA Colorblock Padded Jacket In Black/Blue/Yellow Size XS,"₹3,999",https://th.bing.com/th/id/OPAC.8RYuHyj2nYb6kA474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:41:20,Men - Dark Blue Loose Fit Sweatshirt - Size: M - H&M,₹799,https://th.bing.com/th/id/OPAC.oG89k98WNo7OMg474C474?w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Green/Patterned Flared Dress - Size: S - H&M,"₹1,199",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Black Fitted Tuxedo Blazer - Size: 14 - H&M,"₹2,699",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Black Bouclé Jacket - Size: S - H&M,"₹4,499",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - White/Blue Floral Long A-Line Dress - Size: XL - H&M,"₹1,599",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,"Women's Clothing, Solid Color V-Neck Formal Dress Navy Blue / M","₹5,183",https://th.bing.com/th/id/OPAC.hcpL6CClqGXyhQ474C474?w=1200&h=800&o=5&pid=21.1
2025-07-20 00:46:31,Ladies - Black Flared Dress - Size: S - H&M,₹799,https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Dark Grey/Sequins Sequined Dress - Size: S - H&M,₹999,https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 00:46:31,Ladies - Black/Patterned Gathered Dress - Size: 4 - H&M,"₹1,699",https://th.bing.com/th?id=OPAC.lSRTAitEw5Y%2BYw474C474&w=1200&h=800&pid=21.1
2025-07-20 12:03:09,"Cantabil Men Solid Fawn Winter Blazer (36) (Beige) At Nykaaman, Products Handpicked For Men","₹3,000",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,"Flint Gray Plain-Solid Tuxedo Premium Wool Blend Blazers For Men, 46 / XL","₹4,794",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,SELECTED Men Slim-Fit Single-Breasted Formal Blazer,"₹8,999",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,"SHOWOFF Men Single Breasted Blazer With Notched Lapel For Men (Cream, XL)","₹2,737",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,"Cantabil Men Solid Pista Green Winter Blazer (36) (Green) At Nykaaman, Products Handpicked For Men","₹3,000",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,SELECTED Men Self Design Single Breasted Slim Fit Formal Blazer,"₹7,149",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,REFULGENT Men Notched Lapel Collar Single Breasted Blazer,"₹2,500",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
2025-07-20 12:03:09,SHOWOFF Notched Lapel Collar Slim-Fit Single-Breasted Casual Blazer,"₹3,239",https://th.bing.com/th/id/OPAC.mtjHb3zqsS0nJQ474C474?w=1200&h=800&c=17&pid=21.1
